😀	cara, cara sonriendo, divertido, feliz, sonrisa
💅🏿	cosmética, esmalte, manicura, pintarse las uñas, pintarse las uñas: tono de piel oscuro, tono de piel oscuro, uñas
🤳	autofoto, cámara, selfi, selfie, teléfono
🤳🏻	autofoto, cámara, selfi, selfi: tono de piel claro, selfie, teléfono, tono de piel claro
🤳🏼	autofoto, cámara, selfi, selfi: tono de piel claro medio, selfie, teléfono, tono de piel claro medio
🤳🏽	autofoto, cámara, selfi, selfi: tono de piel medio, selfie, teléfono, tono de piel medio
🤳🏾	autofoto, cámara, selfi, selfi: tono de piel oscuro medio, selfie, teléfono, tono de piel oscuro medio
🤳🏿	autofoto, cámara, selfi, selfi: tono de piel oscuro, selfie, teléfono, tono de piel oscuro
💪	bíceps, bíceps flexionado, cómic, flexionado, fuerte, músculo
💪🏻	bíceps, bíceps flexionado: tono de piel claro, cómic, flexionado, fuerte, músculo, tono de piel claro
💪🏼	bíceps, bíceps flexionado: tono de piel claro medio, cómic, flexionado, fuerte, músculo, tono de piel claro medio
💪🏽	bíceps, bíceps flexionado: tono de piel medio, cómic, flexionado, fuerte, músculo, tono de piel medio
💪🏾	bíceps, bíceps flexionado: tono de piel oscuro medio, cómic, flexionado, fuerte, músculo, tono de piel oscuro medio
💪🏿	bíceps, bíceps flexionado: tono de piel oscuro, cómic, flexionado, fuerte, músculo, tono de piel oscuro
🦾	accesibilidad, brazo mecánico, ortopedia, prótesis
🦿	accesibilidad, ortopedia, pierna mecánica, prótesis
🦵	extremidad, patada, pierna
🦵🏻	extremidad, patada, pierna, pierna: tono de piel claro, tono de piel claro
🦵🏼	extremidad, patada, pierna, pierna: tono de piel claro medio, tono de piel claro medio
🦵🏽	extremidad, patada, pierna, pierna: tono de piel medio, tono de piel medio
🦵🏾	extremidad, patada, pierna, pierna: tono de piel oscuro medio, tono de piel oscuro medio
🦵🏿	extremidad, patada, pierna, pierna: tono de piel oscuro, tono de piel oscuro
🦶	patada, pie, pisotón
🦶🏻	patada, pie, pie: tono de piel claro, pisotón, tono de piel claro
🦶🏼	patada, pie, pie: tono de piel claro medio, pisotón, tono de piel claro medio
🦶🏽	patada, pie, pie: tono de piel medio, pisotón, tono de piel medio
🦶🏾	patada, pie, pie: tono de piel oscuro medio, pisotón, tono de piel oscuro medio
🦶🏿	patada, pie, pie: tono de piel oscuro, pisotón, tono de piel oscuro
👂️	cuerpo, oreja
👂🏻	cuerpo, oreja, oreja: tono de piel claro, tono de piel claro
👂🏼	cuerpo, oreja, oreja: tono de piel claro medio, tono de piel claro medio
👂🏽	cuerpo, oreja, oreja: tono de piel medio, tono de piel medio
👂🏾	cuerpo, oreja, oreja: tono de piel oscuro medio, tono de piel oscuro medio
👂🏿	cuerpo, oreja, oreja: tono de piel oscuro, tono de piel oscuro
🦻	accesibilidad, audífono, oreja con audífono, prótesis auditiva, sordo
🦻🏻	accesibilidad, audífono, oreja con audífono, oreja con audífono: tono de piel claro, prótesis auditiva, sordo, tono de piel claro
🦻🏼	accesibilidad, audífono, oreja con audífono, oreja con audífono: tono de piel claro medio, prótesis auditiva, sordo, tono de piel claro medio
🦻🏽	accesibilidad, audífono, oreja con audífono, oreja con audífono: tono de piel medio, prótesis auditiva, sordo, tono de piel medio
🦻🏾	accesibilidad, audífono, oreja con audífono, oreja con audífono: tono de piel oscuro medio, prótesis auditiva, sordo, tono de piel oscuro medio
🦻🏿	accesibilidad, audífono, oreja con audífono, oreja con audífono: tono de piel oscuro, prótesis auditiva, sordo, tono de piel oscuro
👃	cuerpo, nariz
👃🏻	cuerpo, nariz, nariz: tono de piel claro, tono de piel claro
👃🏼	cuerpo, nariz, nariz: tono de piel claro medio, tono de piel claro medio
👃🏽	cuerpo, nariz, nariz: tono de piel medio, tono de piel medio
👃🏾	cuerpo, nariz, nariz: tono de piel oscuro medio, tono de piel oscuro medio
👃🏿	cuerpo, nariz, nariz: tono de piel oscuro, tono de piel oscuro
🧠	cerebro, inteligente
🦷	dentista, diente
🦴	esqueleto, hueso
👀	cara, ojos
👁️	cuerpo, ojo
👅	cuerpo, lengua
👄	boca, cara, cuerpo, labios
👶	bebé, joven, niño
👶🏻	bebé, bebé: tono de piel claro, joven, niño, tono de piel claro
👶🏼	bebé, bebé: tono de piel claro medio, joven, niño, tono de piel claro medio
👶🏽	bebé, bebé: tono de piel medio, joven, niño, tono de piel medio
👶🏾	bebé, bebé: tono de piel oscuro medio, joven, niño, tono de piel oscuro medio
👶🏿	bebé, bebé: tono de piel oscuro, joven, niño, tono de piel oscuro
🧒	crío, género, infante, joven, neutro
🧒🏻	crío, género, infante, infante: tono de piel claro, joven, neutro, tono de piel claro
🧒🏼	crío, género, infante, infante: tono de piel claro medio, joven, neutro, tono de piel claro medio
🧒🏽	crío, género, infante, infante: tono de piel medio, joven, neutro, tono de piel medio
🧒🏾	crío, género, infante, infante: tono de piel oscuro medio, joven, neutro, tono de piel oscuro medio
🧒🏿	crío, género, infante, infante: tono de piel oscuro, joven, neutro, tono de piel oscuro
👦	joven, niño
👦🏻	joven, niño, niño: tono de piel claro, tono de piel claro
👦🏼	joven, niño, niño: tono de piel claro medio, tono de piel claro medio
👦🏽	joven, niño, niño: tono de piel medio, tono de piel medio
👦🏾	joven, niño, niño: tono de piel oscuro medio, tono de piel oscuro medio
👦🏿	joven, niño, niño: tono de piel oscuro, tono de piel oscuro
👧	chica, joven, niña
👧🏻	chica, joven, niña, niña: tono de piel claro, tono de piel claro
👧🏼	chica, joven, niña, niña: tono de piel claro medio, tono de piel claro medio
👧🏽	chica, joven, niña, niña: tono de piel medio, tono de piel medio
👧🏾	chica, joven, niña, niña: tono de piel oscuro medio, tono de piel oscuro medio
👧🏿	chica, joven, niña, niña: tono de piel oscuro, tono de piel oscuro
🧑	género, neutro, persona adulta
🧑🏻	género, neutro, persona adulta, persona adulta: tono de piel claro, tono de piel claro
🧑🏼	género, neutro, persona adulta, persona adulta: tono de piel claro medio, tono de piel claro medio
🧑🏽	género, neutro, persona adulta, persona adulta: tono de piel medio, tono de piel medio
🧑🏾	género, neutro, persona adulta, persona adulta: tono de piel oscuro medio, tono de piel oscuro medio
🧑🏿	género, neutro, persona adulta, persona adulta: tono de piel oscuro, tono de piel oscuro
👱	persona adulta rubia, rubia, rubias, rubio, rubios
👱🏻	persona adulta rubia, persona adulta rubia: tono de piel claro, rubia, rubias, rubio, rubios, tono de piel claro
👱🏼	persona adulta rubia, persona adulta rubia: tono de piel claro medio, rubia, rubias, rubio, rubios, tono de piel claro medio
👱🏽	persona adulta rubia, persona adulta rubia: tono de piel medio, rubia, rubias, rubio, rubios, tono de piel medio
👱🏾	persona adulta rubia, persona adulta rubia: tono de piel oscuro medio, rubia, rubias, rubio, rubios, tono de piel oscuro medio
👱🏿	persona adulta rubia, persona adulta rubia: tono de piel oscuro, rubia, rubias, rubio, rubios, tono de piel oscuro
👨	adulto, hombre
👨🏻	adulto, hombre, hombre: tono de piel claro, tono de piel claro
👨🏼	adulto, hombre, hombre: tono de piel claro medio, tono de piel claro medio
👨🏽	adulto, hombre, hombre: tono de piel medio, tono de piel medio
👨🏾	adulto, hombre, hombre: tono de piel oscuro medio, tono de piel oscuro medio
👨🏿	adulto, hombre, hombre: tono de piel oscuro, tono de piel oscuro
🧔	barbas, barbudo, hombre, hombre con barba, persona
🧔🏻	barbas, barbudo, hombre, hombre con barba, hombre con barba: tono de piel claro, persona, tono de piel claro
🧔🏼	barbas, barbudo, hombre, hombre con barba, hombre con barba: tono de piel claro medio, persona, tono de piel claro medio
🧔🏽	barbas, barbudo, hombre, hombre con barba, hombre con barba: tono de piel medio, persona, tono de piel medio
🧔🏾	barbas, barbudo, hombre, hombre con barba, hombre con barba: tono de piel oscuro medio, persona, tono de piel oscuro medio
🧔🏿	barbas, barbudo, hombre, hombre con barba, hombre con barba: tono de piel oscuro, persona, tono de piel oscuro
👱‍♂	hombre, hombre rubio, rubiales, rubio
👱🏻‍♂	hombre, hombre rubio: tono de piel claro, rubiales, rubio, tono de piel claro
👱🏼‍♂	hombre, hombre rubio: tono de piel claro medio, rubiales, rubio, tono de piel claro medio
👱🏽‍♂	hombre, hombre rubio: tono de piel medio, rubiales, rubio, tono de piel medio
👱🏾‍♂	hombre, hombre rubio: tono de piel oscuro medio, rubiales, rubio, tono de piel oscuro medio
👱🏿‍♂	hombre, hombre rubio: tono de piel oscuro, rubiales, rubio, tono de piel oscuro
👨‍🦰	adulto, hombre, hombre: pelo pelirrojo, pelo pelirrojo
👨🏻‍🦰	adulto, hombre, hombre: tono de piel claro y pelo pelirrojo, pelo pelirrojo, tono de piel claro
👨🏼‍🦰	adulto, hombre, hombre: tono de piel claro medio y pelo pelirrojo, pelo pelirrojo, tono de piel claro medio
👨🏽‍🦰	adulto, hombre, hombre: tono de piel medio y pelo pelirrojo, pelo pelirrojo, tono de piel medio
👨🏾‍🦰	adulto, hombre, hombre: tono de piel oscuro medio y pelo pelirrojo, pelo pelirrojo, tono de piel oscuro medio
👨🏿‍🦰	adulto, hombre, hombre: tono de piel oscuro y pelo pelirrojo, pelo pelirrojo, tono de piel oscuro
👨‍🦱	adulto, hombre, hombre: pelo rizado, pelo rizado
👨🏻‍🦱	adulto, hombre, hombre: tono de piel claro y pelo rizado, pelo rizado, tono de piel claro
👨🏼‍🦱	adulto, hombre, hombre: tono de piel claro medio y pelo rizado, pelo rizado, tono de piel claro medio
👨🏽‍🦱	adulto, hombre, hombre: tono de piel medio y pelo rizado, pelo rizado, tono de piel medio
👨🏾‍🦱	adulto, hombre, hombre: tono de piel oscuro medio y pelo rizado, pelo rizado, tono de piel oscuro medio
👨🏿‍🦱	adulto, hombre, hombre: tono de piel oscuro y pelo rizado, pelo rizado, tono de piel oscuro
👨‍🦳	adulto, hombre, hombre: pelo blanco, pelo blanco
👨🏻‍🦳	adulto, hombre, hombre: tono de piel claro y pelo blanco, pelo blanco, tono de piel claro
👨🏼‍🦳	adulto, hombre, hombre: tono de piel claro medio y pelo blanco, pelo blanco, tono de piel claro medio
👨🏽‍🦳	adulto, hombre, hombre: tono de piel medio y pelo blanco, pelo blanco, tono de piel medio
👨🏾‍🦳	adulto, hombre, hombre: tono de piel oscuro medio y pelo blanco, pelo blanco, tono de piel oscuro medio
👨🏿‍🦳	adulto, hombre, hombre: tono de piel oscuro y pelo blanco, pelo blanco, tono de piel oscuro
👨‍🦲	adulto, hombre, hombre: sin pelo, sin pelo
👨🏻‍🦲	adulto, hombre, hombre: tono de piel claro y sin pelo, sin pelo, tono de piel claro
👨🏼‍🦲	adulto, hombre, hombre: tono de piel claro medio y sin pelo, sin pelo, tono de piel claro medio
👨🏽‍🦲	adulto, hombre, hombre: tono de piel medio y sin pelo, sin pelo, tono de piel medio
👨🏾‍🦲	adulto, hombre, hombre: tono de piel oscuro medio y sin pelo, sin pelo, tono de piel oscuro medio
👨🏿‍🦲	adulto, hombre, hombre: tono de piel oscuro y sin pelo, sin pelo, tono de piel oscuro
👩	adulta, mujer
👩🏻	adulta, mujer, mujer: tono de piel claro, tono de piel claro
👩🏼	adulta, mujer, mujer: tono de piel claro medio, tono de piel claro medio
👩🏽	adulta, mujer, mujer: tono de piel medio, tono de piel medio
👩🏾	adulta, mujer, mujer: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿	adulta, mujer, mujer: tono de piel oscuro, tono de piel oscuro
👱‍♀	mujer, mujer rubia, rubia, rubiales
👱🏻‍♀	mujer, mujer rubia: tono de piel claro, rubia, rubiales, tono de piel claro
👱🏼‍♀	mujer, mujer rubia: tono de piel claro medio, rubia, rubiales, tono de piel claro medio
👱🏽‍♀	mujer, mujer rubia: tono de piel medio, rubia, rubiales, tono de piel medio
👱🏾‍♀	mujer, mujer rubia: tono de piel oscuro medio, rubia, rubiales, tono de piel oscuro medio
👱🏿‍♀	mujer, mujer rubia: tono de piel oscuro, rubia, rubiales, tono de piel oscuro
👩‍🦰	adulta, mujer, mujer: pelo pelirrojo, pelo pelirrojo
👩🏻‍🦰	adulta, mujer, mujer: tono de piel claro y pelo pelirrojo, pelo pelirrojo, tono de piel claro
👩🏼‍🦰	adulta, mujer, mujer: tono de piel claro medio y pelo pelirrojo, pelo pelirrojo, tono de piel claro medio
👩🏽‍🦰	adulta, mujer, mujer: tono de piel medio y pelo pelirrojo, pelo pelirrojo, tono de piel medio
👩🏾‍🦰	adulta, mujer, mujer: tono de piel oscuro medio y pelo pelirrojo, pelo pelirrojo, tono de piel oscuro medio
👩🏿‍🦰	adulta, mujer, mujer: tono de piel oscuro y pelo pelirrojo, pelo pelirrojo, tono de piel oscuro
👩‍🦱	adulta, mujer, mujer: pelo rizado, pelo rizado
👩🏻‍🦱	adulta, mujer, mujer: tono de piel claro y pelo rizado, pelo rizado, tono de piel claro
👩🏼‍🦱	adulta, mujer, mujer: tono de piel claro medio y pelo rizado, pelo rizado, tono de piel claro medio
👩🏽‍🦱	adulta, mujer, mujer: tono de piel medio y pelo rizado, pelo rizado, tono de piel medio
👩🏾‍🦱	adulta, mujer, mujer: tono de piel oscuro medio y pelo rizado, pelo rizado, tono de piel oscuro medio
👩🏿‍🦱	adulta, mujer, mujer: tono de piel oscuro y pelo rizado, pelo rizado, tono de piel oscuro
👩‍🦳	adulta, mujer, mujer: pelo blanco, pelo blanco
👩🏻‍🦳	adulta, mujer, mujer: tono de piel claro y pelo blanco, pelo blanco, tono de piel claro
👩🏼‍🦳	adulta, mujer, mujer: tono de piel claro medio y pelo blanco, pelo blanco, tono de piel claro medio
👩🏽‍🦳	adulta, mujer, mujer: tono de piel medio y pelo blanco, pelo blanco, tono de piel medio
👩🏾‍🦳	adulta, mujer, mujer: tono de piel oscuro medio y pelo blanco, pelo blanco, tono de piel oscuro medio
👩🏿‍🦳	adulta, mujer, mujer: tono de piel oscuro y pelo blanco, pelo blanco, tono de piel oscuro
👩‍🦲	adulta, mujer, mujer: sin pelo, sin pelo
👩🏻‍🦲	adulta, mujer, mujer: tono de piel claro y sin pelo, sin pelo, tono de piel claro
👩🏼‍🦲	adulta, mujer, mujer: tono de piel claro medio y sin pelo, sin pelo, tono de piel claro medio
👩🏽‍🦲	adulta, mujer, mujer: tono de piel medio y sin pelo, sin pelo, tono de piel medio
👩🏾‍🦲	adulta, mujer, mujer: tono de piel oscuro medio y sin pelo, sin pelo, tono de piel oscuro medio
👩🏿‍🦲	adulta, mujer, mujer: tono de piel oscuro y sin pelo, sin pelo, tono de piel oscuro
🧓	género, maduro, mayor, neutro, persona adulta madura
🧓🏻	género, maduro, mayor, neutro, persona adulta madura, persona adulta madura: tono de piel claro, tono de piel claro
🧓🏼	género, maduro, mayor, neutro, persona adulta madura, persona adulta madura: tono de piel claro medio, tono de piel claro medio
🧓🏽	género, maduro, mayor, neutro, persona adulta madura, persona adulta madura: tono de piel medio, tono de piel medio
🧓🏾	género, maduro, mayor, neutro, persona adulta madura, persona adulta madura: tono de piel oscuro medio, tono de piel oscuro medio
🧓🏿	género, maduro, mayor, neutro, persona adulta madura, persona adulta madura: tono de piel oscuro, tono de piel oscuro
👴	anciano, hombre, mayor
👴🏻	anciano, anciano: tono de piel claro, hombre, mayor, tono de piel claro
