😀	lledwenu, wyneb, wyneb yn gwenu â cheg agored
👏🏾	arlliw croen canolig-tywyll, corff, curo, dwylo yn curo, dwylo yn curo: arlliw croen canolig-tywyll, llaw
👏🏿	arlliw croen tywyll, corff, curo, dwylo yn curo, dwylo yn curo: arlliw croen tywyll, llaw
🙌	corff, dathliad, llaw, person yn codi dwylo, ystum
🙌🏻	arlliw croen golau, corff, dathliad, llaw, person yn codi dwylo, person yn codi dwylo: arlliw croen golau, ystum
🙌🏼	arlliw croen canolig-golau, corff, dathliad, llaw, person yn codi dwylo, person yn codi dwylo: arlliw croen canolig-golau, ystum
🙌🏽	arlliw croen canolog, corff, dathliad, llaw, person yn codi dwylo, person yn codi dwylo: arlliw croen canolog, ystum
🙌🏾	arlliw croen canolig-tywyll, corff, dathliad, llaw, person yn codi dwylo, person yn codi dwylo: arlliw croen canolig-tywyll, ystum
🙌🏿	arlliw croen tywyll, corff, dathliad, llaw, person yn codi dwylo, person yn codi dwylo: arlliw croen tywyll, ystum
👐	agored, corff, dwylo agored, llaw
👐🏻	agored, arlliw croen golau, corff, dwylo agored, dwylo agored: arlliw croen golau, llaw
👐🏼	agored, arlliw croen canolig-golau, corff, dwylo agored, dwylo agored: arlliw croen canolig-golau, llaw
👐🏽	agored, arlliw croen canolog, corff, dwylo agored, dwylo agored: arlliw croen canolog, llaw
👐🏾	agored, arlliw croen canolig-tywyll, corff, dwylo agored, dwylo agored: arlliw croen canolig-tywyll, llaw
👐🏿	agored, arlliw croen tywyll, corff, dwylo agored, dwylo agored: arlliw croen tywyll, llaw
🤲	cledrau dwylo yn yr awyr gyda’u gilydd, gweddïo
🤲🏻	arlliw croen golau, cledrau dwylo yn yr awyr gyda’u gilydd, cledrau dwylo yn yr awyr gyda’u gilydd: arlliw croen golau, gweddïo
🤲🏼	arlliw croen canolig-golau, cledrau dwylo yn yr awyr gyda’u gilydd, cledrau dwylo yn yr awyr gyda’u gilydd: arlliw croen canolig-golau, gweddïo
🤲🏽	arlliw croen canolog, cledrau dwylo yn yr awyr gyda’u gilydd, cledrau dwylo yn yr awyr gyda’u gilydd: arlliw croen canolog, gweddïo
🤲🏾	arlliw croen canolig-tywyll, cledrau dwylo yn yr awyr gyda’u gilydd, cledrau dwylo yn yr awyr gyda’u gilydd: arlliw croen canolig-tywyll, gweddïo
🤲🏿	arlliw croen tywyll, cledrau dwylo yn yr awyr gyda’u gilydd, cledrau dwylo yn yr awyr gyda’u gilydd: arlliw croen tywyll, gweddïo
🤝	cyfarfod, cytuno, llaw, ysgwyd, ysgwyd dwylo
🙏	corff, dwylo wedi plygu, gweddi, plygu, ystum
🙏🏻	arlliw croen golau, corff, dwylo wedi plygu, dwylo wedi plygu: arlliw croen golau, gweddi, plygu, ystum
🙏🏼	arlliw croen canolig-golau, corff, dwylo wedi plygu, dwylo wedi plygu: arlliw croen canolig-golau, gweddi, plygu, ystum
🙏🏽	arlliw croen canolog, corff, dwylo wedi plygu, dwylo wedi plygu: arlliw croen canolog, gweddi, plygu, ystum
🙏🏾	arlliw croen canolig-tywyll, corff, dwylo wedi plygu, dwylo wedi plygu: arlliw croen canolig-tywyll, gweddi, plygu, ystum
🙏🏿	arlliw croen tywyll, corff, dwylo wedi plygu, dwylo wedi plygu: arlliw croen tywyll, gweddi, plygu, ystum
✍️	corff, dwylo yn ysgrifennu, llaw, ysgrifennu
✍🏻	arlliw croen golau, corff, dwylo yn ysgrifennu, dwylo yn ysgrifennu: arlliw croen golau, llaw, ysgrifennu
✍🏼	arlliw croen canolig-golau, corff, dwylo yn ysgrifennu, dwylo yn ysgrifennu: arlliw croen canolig-golau, llaw, ysgrifennu
✍🏽	arlliw croen canolog, corff, dwylo yn ysgrifennu, dwylo yn ysgrifennu: arlliw croen canolog, llaw, ysgrifennu
✍🏾	arlliw croen canolig-tywyll, corff, dwylo yn ysgrifennu, dwylo yn ysgrifennu: arlliw croen canolig-tywyll, llaw, ysgrifennu
✍🏿	arlliw croen tywyll, corff, dwylo yn ysgrifennu, dwylo yn ysgrifennu: arlliw croen tywyll, llaw, ysgrifennu
💅	corff, ewyn, farnais ewinedd, gofal, triniaeth
💅🏻	arlliw croen golau, corff, ewyn, farnais ewinedd, farnais ewinedd: arlliw croen golau, gofal, triniaeth
💅🏼	arlliw croen canolig-golau, corff, ewyn, farnais ewinedd, farnais ewinedd: arlliw croen canolig-golau, gofal, triniaeth
💅🏽	arlliw croen canolog, corff, ewyn, farnais ewinedd, farnais ewinedd: arlliw croen canolog, gofal, triniaeth
💅🏾	arlliw croen canolig-tywyll, corff, ewyn, farnais ewinedd, farnais ewinedd: arlliw croen canolig-tywyll, gofal, triniaeth
💅🏿	arlliw croen tywyll, corff, ewyn, farnais ewinedd, farnais ewinedd: arlliw croen tywyll, gofal, triniaeth
🤳	camera, ffôn, hunlun
🤳🏻	arlliw croen golau, camera, ffôn, hunlun, hunlun: arlliw croen golau
🤳🏼	arlliw croen canolig-golau, camera, ffôn, hunlun, hunlun: arlliw croen canolig-golau
🤳🏽	arlliw croen canolog, camera, ffôn, hunlun, hunlun: arlliw croen canolog
🤳🏾	arlliw croen canolig-tywyll, camera, ffôn, hunlun, hunlun: arlliw croen canolig-tywyll
🤳🏿	arlliw croen tywyll, camera, ffôn, hunlun, hunlun: arlliw croen tywyll
💪	corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, ystwytho
💪🏻	arlliw croen golau, corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, cyhyrau deuben wedi eu hystwytho: arlliw croen golau, ystwytho
💪🏼	arlliw croen canolig-golau, corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, cyhyrau deuben wedi eu hystwytho: arlliw croen canolig-golau, ystwytho
💪🏽	arlliw croen canolog, corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, cyhyrau deuben wedi eu hystwytho: arlliw croen canolog, ystwytho
💪🏾	arlliw croen canolig-tywyll, corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, cyhyrau deuben wedi eu hystwytho: arlliw croen canolig-tywyll, ystwytho
💪🏿	arlliw croen tywyll, corff, cyhyrau, cyhyrau deuben wedi eu hystwytho, cyhyrau deuben wedi eu hystwytho: arlliw croen tywyll, ystwytho
🦾	braich fecanyddol, hygyrchedd, prosthetig
🦿	coes fecanyddol, hygyrchedd, prosthetig
🦵	cicio, coes
🦵🏻	arlliw croen golau, cicio, coes, coes: arlliw croen golau
🦵🏼	arlliw croen canolig-golau, cicio, coes, coes: arlliw croen canolig-golau
🦵🏽	arlliw croen canolog, cicio, coes, coes: arlliw croen canolog
🦵🏾	arlliw croen canolig-tywyll, cicio, coes, coes: arlliw croen canolig-tywyll
🦵🏿	arlliw croen tywyll, cicio, coes, coes: arlliw croen tywyll
🦶	cic, stomp, troed
🦶🏻	arlliw croen golau, cic, stomp, troed, troed: arlliw croen golau
🦶🏼	arlliw croen canolig-golau, cic, stomp, troed, troed: arlliw croen canolig-golau
🦶🏽	arlliw croen canolog, cic, stomp, troed, troed: arlliw croen canolog
🦶🏾	arlliw croen canolig-tywyll, cic, stomp, troed, troed: arlliw croen canolig-tywyll
🦶🏿	arlliw croen tywyll, cic, stomp, troed, troed: arlliw croen tywyll
👂️	clust, corff
👂🏻	arlliw croen golau, clust, clust: arlliw croen golau, corff
👂🏼	arlliw croen canolig-golau, clust, clust: arlliw croen canolig-golau, corff
👂🏽	arlliw croen canolog, clust, clust: arlliw croen canolog, corff
👂🏾	arlliw croen canolig-tywyll, clust, clust: arlliw croen canolig-tywyll, corff
👂🏿	arlliw croen tywyll, clust, clust: arlliw croen tywyll, corff
🦻	clust gyda chymorth clyw, hygyrchedd, trwm eu clyw
🦻🏻	arlliw croen golau, clust gyda chymorth clyw, clust gyda chymorth clyw: arlliw croen golau, hygyrchedd, trwm eu clyw
🦻🏼	arlliw croen canolig-golau, clust gyda chymorth clyw, clust gyda chymorth clyw: arlliw croen canolig-golau, hygyrchedd, trwm eu clyw
🦻🏽	arlliw croen canolog, clust gyda chymorth clyw, clust gyda chymorth clyw: arlliw croen canolog, hygyrchedd, trwm eu clyw
🦻🏾	arlliw croen canolig-tywyll, clust gyda chymorth clyw, clust gyda chymorth clyw: arlliw croen canolig-tywyll, hygyrchedd, trwm eu clyw
🦻🏿	arlliw croen tywyll, clust gyda chymorth clyw, clust gyda chymorth clyw: arlliw croen tywyll, hygyrchedd, trwm eu clyw
👃	corff, trwyn
👃🏻	arlliw croen golau, corff, trwyn, trwyn: arlliw croen golau
👃🏼	arlliw croen canolig-golau, corff, trwyn, trwyn: arlliw croen canolig-golau
👃🏽	arlliw croen canolog, corff, trwyn, trwyn: arlliw croen canolog
👃🏾	arlliw croen canolig-tywyll, corff, trwyn, trwyn: arlliw croen canolig-tywyll
👃🏿	arlliw croen tywyll, corff, trwyn, trwyn: arlliw croen tywyll
🧠	deallus, ymennydd
🦷	dant, deintydd
🦴	asgwrn, ysgerbwd
👀	corff, llygad, llygaid, wyneb
👁️	corff, llygad
👅	corff, tafod
👄	ceg, corff, gwefusau
👶	babi
👶🏻	arlliw croen golau, babi, babi: arlliw croen golau
👶🏼	arlliw croen canolig-golau, babi, babi: arlliw croen canolig-golau
👶🏽	arlliw croen canolog, babi, babi: arlliw croen canolog
👶🏾	arlliw croen canolig-tywyll, babi, babi: arlliw croen canolig-tywyll
👶🏿	arlliw croen tywyll, babi, babi: arlliw croen tywyll
🧒	ifanc, niwtral o ran rhyw, plentyn
🧒🏻	arlliw croen golau, ifanc, niwtral o ran rhyw, plentyn, plentyn: arlliw croen golau
🧒🏼	arlliw croen canolig-golau, ifanc, niwtral o ran rhyw, plentyn, plentyn: arlliw croen canolig-golau
🧒🏽	arlliw croen canolog, ifanc, niwtral o ran rhyw, plentyn, plentyn: arlliw croen canolog
🧒🏾	arlliw croen canolig-tywyll, ifanc, niwtral o ran rhyw, plentyn, plentyn: arlliw croen canolig-tywyll
🧒🏿	arlliw croen tywyll, ifanc, niwtral o ran rhyw, plentyn, plentyn: arlliw croen tywyll
👦	bachgen, gwrywaidd
👦🏻	arlliw croen golau, bachgen, bachgen: arlliw croen golau, gwrywaidd
👦🏼	arlliw croen canolig-golau, bachgen, bachgen: arlliw croen canolig-golau, gwrywaidd
👦🏽	arlliw croen canolog, bachgen, bachgen: arlliw croen canolog, gwrywaidd
👦🏾	arlliw croen canolig-tywyll, bachgen, bachgen: arlliw croen canolig-tywyll, gwrywaidd
👦🏿	arlliw croen tywyll, bachgen, bachgen: arlliw croen tywyll, gwrywaidd
👧	benywaidd, merch, morwyn
👧🏻	arlliw croen golau, benywaidd, merch, merch: arlliw croen golau, morwyn
👧🏼	arlliw croen canolig-golau, benywaidd, merch, merch: arlliw croen canolig-golau, morwyn
👧🏽	arlliw croen canolog, benywaidd, merch, merch: arlliw croen canolog, morwyn
👧🏾	arlliw croen canolig-tywyll, benywaidd, merch, merch: arlliw croen canolig-tywyll, morwyn
👧🏿	arlliw croen tywyll, benywaidd, merch, merch: arlliw croen tywyll, morwyn
🧑	niwtral o ran rhyw, oedolyn
🧑🏻	arlliw croen golau, niwtral o ran rhyw, oedolyn, oedolyn: arlliw croen golau
🧑🏼	arlliw croen canolig-golau, niwtral o ran rhyw, oedolyn, oedolyn: arlliw croen canolig-golau
🧑🏽	arlliw croen canolog, niwtral o ran rhyw, oedolyn, oedolyn: arlliw croen canolog
🧑🏾	arlliw croen canolig-tywyll, niwtral o ran rhyw, oedolyn, oedolyn: arlliw croen canolig-tywyll
🧑🏿	arlliw croen tywyll, niwtral o ran rhyw, oedolyn, oedolyn: arlliw croen tywyll
👱	gwallt golau, person â gwallt golau
👱🏻	arlliw croen golau, gwallt golau, person â gwallt golau, person â gwallt golau: arlliw croen golau
👱🏼	arlliw croen canolig-golau, gwallt golau, person â gwallt golau, person â gwallt golau: arlliw croen canolig-golau
👱🏽	arlliw croen canolog, gwallt golau, person â gwallt golau, person â gwallt golau: arlliw croen canolog
👱🏾	arlliw croen canolig-tywyll, gwallt golau, person â gwallt golau, person â gwallt golau: arlliw croen canolig-tywyll
👱🏿	arlliw croen tywyll, gwallt golau, person â gwallt golau, person â gwallt golau: arlliw croen tywyll
👨	dyn, gwrywaidd
👨🏻	arlliw croen golau, dyn, dyn: arlliw croen golau, gwrywaidd
👨🏼	arlliw croen canolig-golau, dyn, dyn: arlliw croen canolig-golau, gwrywaidd
👨🏽	arlliw croen canolog, dyn, dyn: arlliw croen canolog, gwrywaidd
👨🏾	arlliw croen canolig-tywyll, dyn, dyn: arlliw croen canolig-tywyll, gwrywaidd
👨🏿	arlliw croen tywyll, dyn, dyn: arlliw croen tywyll, gwrywaidd
🧔	barf, dyn â barf, person barfog
🧔🏻	arlliw croen golau, barf, dyn â barf, dyn â barf: arlliw croen golau, person barfog
🧔🏼	arlliw croen canolig-golau, barf, dyn â barf, dyn â barf: arlliw croen canolig-golau, person barfog
🧔🏽	arlliw croen canolog, barf, dyn â barf, dyn â barf: arlliw croen canolog, person barfog
🧔🏾	arlliw croen canolig-tywyll, barf, dyn â barf, dyn â barf: arlliw croen canolig-tywyll, person barfog
🧔🏿	arlliw croen tywyll, barf, dyn â barf, dyn â barf: arlliw croen tywyll, person barfog
👱‍♂	blond, dyn, dyn â gwallt golau, gwallt golau
👱🏻‍♂	arlliw croen golau, blond, dyn, dyn â gwallt golau, dyn â gwallt golau: arlliw croen golau, gwallt golau
👱🏼‍♂	arlliw croen canolig-golau, blond, dyn, dyn â gwallt golau, dyn â gwallt golau: arlliw croen canolig-golau, gwallt golau
👱🏽‍♂	arlliw croen canolog, blond, dyn, dyn â gwallt golau, dyn â gwallt golau: arlliw croen canolog, gwallt golau
👱🏾‍♂	arlliw croen canolig-tywyll, blond, dyn, dyn â gwallt golau, dyn â gwallt golau: arlliw croen canolig-tywyll, gwallt golau
👱🏿‍♂	arlliw croen tywyll, blond, dyn, dyn â gwallt golau, dyn â gwallt golau: arlliw croen tywyll, gwallt golau
👨‍🦰	dyn, dyn: gwallt coch, gwallt coch, gwrywaidd
👨🏻‍🦰	arlliw croen golau, dyn, dyn: arlliw croen golau, gwallt coch, gwallt coch, gwrywaidd
👨🏼‍🦰	arlliw croen canolig-golau, dyn, dyn: arlliw croen canolig-golau, gwallt coch, gwallt coch, gwrywaidd
👨🏽‍🦰	arlliw croen canolog, dyn, dyn: arlliw croen canolog, gwallt coch, gwallt coch, gwrywaidd
👨🏾‍🦰	arlliw croen canolig-tywyll, dyn, dyn: arlliw croen canolig-tywyll, gwallt coch, gwallt coch, gwrywaidd
👨🏿‍🦰	arlliw croen tywyll, dyn, dyn: arlliw croen tywyll, gwallt coch, gwallt coch, gwrywaidd
👨‍🦱	dyn, dyn: gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨🏻‍🦱	arlliw croen golau, dyn, dyn: arlliw croen golau, gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨🏼‍🦱	arlliw croen canolig-golau, dyn, dyn: arlliw croen canolig-golau, gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨🏽‍🦱	arlliw croen canolog, dyn, dyn: arlliw croen canolog, gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨🏾‍🦱	arlliw croen canolig-tywyll, dyn, dyn: arlliw croen canolig-tywyll, gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨🏿‍🦱	arlliw croen tywyll, dyn, dyn: arlliw croen tywyll, gwallt cyrliog, gwallt cyrliog, gwrywaidd
👨‍🦳	dyn, dyn: gwallt gwyn, gwallt gwyn, gwrywaidd
👨🏻‍🦳	arlliw croen golau, dyn, dyn: arlliw croen golau, gwallt gwyn, gwallt gwyn, gwrywaidd
👨🏼‍🦳	arlliw croen canolig-golau, dyn, dyn: arlliw croen canolig-golau, gwallt gwyn, gwallt gwyn, gwrywaidd
👨🏽‍🦳	arlliw croen canolog, dyn, dyn: arlliw croen canolog, gwallt gwyn, gwallt gwyn, gwrywaidd
👨🏾‍🦳	arlliw croen canolig-tywyll, dyn, dyn: arlliw croen canolig-tywyll, gwallt gwyn, gwallt gwyn, gwrywaidd
👨🏿‍🦳	arlliw croen tywyll, dyn, dyn: arlliw croen tywyll, gwallt gwyn, gwallt gwyn, gwrywaidd
👨‍🦲	dyn, dyn: moel, gwrywaidd, moel
👨🏻‍🦲	arlliw croen golau, dyn, dyn: arlliw croen golau, moel, gwrywaidd, moel
👨🏼‍🦲	arlliw croen canolig-golau, dyn, dyn: arlliw croen canolig-golau, moel, gwrywaidd, moel
👨🏽‍🦲	arlliw croen canolog, dyn, dyn: arlliw croen canolog, moel, gwrywaidd, moel
👨🏾‍🦲	arlliw croen canolig-tywyll, dyn, dyn: arlliw croen canolig-tywyll, moel, gwrywaidd, moel
👨🏿‍🦲	arlliw croen tywyll, dyn, dyn: arlliw croen tywyll, moel, gwrywaidd, moel
👩	benywaidd, menyw
👩🏻	arlliw croen golau, benywaidd, menyw, menyw: arlliw croen golau
👩🏼	arlliw croen canolig-golau, benywaidd, menyw, menyw: arlliw croen canolig-golau
👩🏽	arlliw croen canolog, benywaidd, menyw, menyw: arlliw croen canolog
👩🏾	arlliw croen canolig-tywyll, benywaidd, menyw, menyw: arlliw croen canolig-tywyll
👩🏿	arlliw croen tywyll, benywaidd, menyw, menyw: arlliw croen tywyll
👱‍♀	blonde, gwallt golau, menyw, menyw â gwallt golau
👱🏻‍♀	arlliw croen golau, blonde, gwallt golau, menyw, menyw â gwallt golau, menyw â gwallt golau: arlliw croen golau
👱🏼‍♀	arlliw croen canolig-golau, blonde, gwallt golau, menyw, menyw â gwallt golau, menyw â gwallt golau: arlliw croen canolig-golau
👱🏽‍♀	arlliw croen canolog, blonde, gwallt golau, menyw, menyw â gwallt golau, menyw â gwallt golau: arlliw croen canolog
👱🏾‍♀	arlliw croen canolig-tywyll, blonde, gwallt golau, menyw, menyw â gwallt golau, menyw â gwallt golau: arlliw croen canolig-tywyll
👱🏿‍♀	arlliw croen tywyll, blonde, gwallt golau, menyw, menyw â gwallt golau, menyw â gwallt golau: arlliw croen tywyll
👩‍🦰	benywaidd, gwallt coch, menyw, menyw: gwallt coch
👩🏻‍🦰	arlliw croen golau, benywaidd, gwallt coch, menyw, menyw: arlliw croen golau, gwallt coch
👩🏼‍🦰	arlliw croen canolig-golau, benywaidd, gwallt coch, menyw, menyw: arlliw croen canolig-golau, gwallt coch
👩🏽‍🦰	arlliw croen canolog, benywaidd, gwallt coch, menyw, menyw: arlliw croen canolog, gwallt coch
👩🏾‍🦰	arlliw croen canolig-tywyll, benywaidd, gwallt coch, menyw, menyw: arlliw croen canolig-tywyll, gwallt coch
👩🏿‍🦰	arlliw croen tywyll, benywaidd, gwallt coch, menyw, menyw: arlliw croen tywyll, gwallt coch
👩‍🦱	benywaidd, gwallt cyrliog, menyw, menyw: gwallt cyrliog
👩🏻‍🦱	arlliw croen golau, benywaidd, gwallt cyrliog, menyw, menyw: arlliw croen golau, gwallt cyrliog
👩🏼‍🦱	arlliw croen canolig-golau, benywaidd, gwallt cyrliog, menyw, menyw: arlliw croen canolig-golau, gwallt cyrliog
👩🏽‍🦱	arlliw croen canolog, benywaidd, gwallt cyrliog, menyw, menyw: arlliw croen canolog, gwallt cyrliog
👩🏾‍🦱	arlliw croen canolig-tywyll, benywaidd, gwallt cyrliog, menyw, menyw: arlliw croen canolig-tywyll, gwallt cyrliog
👩🏿‍🦱	arlliw croen tywyll, benywaidd, gwallt cyrliog, menyw, menyw: arlliw croen tywyll, gwallt cyrliog
👩‍🦳	benywaidd, gwallt gwyn, menyw, menyw: gwallt gwyn
👩🏻‍🦳	arlliw croen golau, benywaidd, gwallt gwyn, menyw, menyw: arlliw croen golau, gwallt gwyn
👩🏼‍🦳	arlliw croen canolig-golau, benywaidd, gwallt gwyn, menyw, menyw: arlliw croen canolig-golau, gwallt gwyn
👩🏽‍🦳	arlliw croen canolog, benywaidd, gwallt gwyn, menyw, menyw: arlliw croen canolog, gwallt gwyn
👩🏾‍🦳	arlliw croen canolig-tywyll, benywaidd, gwallt gwyn, menyw, menyw: arlliw croen canolig-tywyll, gwallt gwyn
👩🏿‍🦳	arlliw croen tywyll, benywaidd, gwallt gwyn, menyw, menyw: arlliw croen tywyll, gwallt gwyn
👩‍🦲	benywaidd, menyw, menyw: moel, moel
👩🏻‍🦲	arlliw croen golau, benywaidd, menyw, menyw: arlliw croen golau, moel, moel
👩🏼‍🦲	arlliw croen canolig-golau, benywaidd, menyw, menyw: arlliw croen canolig-golau, moel, moel
👩🏽‍🦲	arlliw croen canolog, benywaidd, menyw, menyw: arlliw croen canolog, moel, moel
👩🏾‍🦲	arlliw croen canolig-tywyll, benywaidd, menyw, menyw: arlliw croen canolig-tywyll, moel, moel
👩🏿‍🦲	arlliw croen tywyll, benywaidd, menyw, menyw: arlliw croen tywyll, moel, moel
🧓	hen, niwtral o ran rhyw, oedolyn oedranus
🧓🏻	arlliw croen golau, hen, niwtral o ran rhyw, oedolyn oedranus, oedolyn oedranus: arlliw croen golau
🧓🏼	arlliw croen canolig-golau, hen, niwtral o ran rhyw, oedolyn oedranus, oedolyn oedranus: arlliw croen canolig-golau
🧓🏽	arlliw croen canolog, hen, niwtral o ran rhyw, oedolyn oedranus, oedolyn oedranus: arlliw croen canolog
🧓🏾	arlliw croen canolig-tywyll, hen, niwtral o ran rhyw, oedolyn oedranus, oedolyn oedranus: arlliw croen canolig-tywyll
🧓🏿	arlliw croen tywyll, hen, niwtral o ran rhyw, oedolyn oedranus, oedolyn oedranus: arlliw croen tywyll
👴	dyn, gwrywaidd, hen, hen ddyn
👴🏻	arlliw croen golau, dyn, gwrywaidd, hen, hen ddyn, hen ddyn: arlliw croen golau
👴🏼	arlliw croen canolig-golau, dyn, gwrywaidd, hen, hen ddyn, hen ddyn: arlliw croen canolig-golau
👴🏽	arlliw croen canolog, dyn, gwrywaidd, hen, hen ddyn, hen ddyn: arlliw croen canolog
👴🏾	arlliw croen canolig-tywyll, dyn, gwrywaidd, hen, hen ddyn, hen ddyn: arlliw croen canolig-tywyll
👴🏿	arlliw croen tywyll, dyn, gwrywaidd, hen, hen ddyn, hen ddyn: arlliw croen tywyll
👵	benywaidd, hen, hen fenyw, menyw
👵🏻	arlliw croen golau, benywaidd, hen, hen fenyw, hen fenyw: arlliw croen golau, menyw
👵🏼	arlliw croen canolig-golau, benywaidd, hen, hen fenyw, hen fenyw: arlliw croen canolig-golau, menyw
👵🏽	arlliw croen canolog, benywaidd, hen, hen fenyw, hen fenyw: arlliw croen canolog, menyw
👵🏾	arlliw croen canolig-tywyll, benywaidd, hen, hen fenyw, hen fenyw: arlliw croen canolig-tywyll, menyw
👵🏿	arlliw croen tywyll, benywaidd, hen, hen fenyw, hen fenyw: arlliw croen tywyll, menyw
🙍	gwg, person yn gwgu, ystum
🙍🏻	arlliw croen golau, gwg, person yn gwgu, person yn gwgu: arlliw croen golau, ystum
🙍🏼	arlliw croen canolig-golau, gwg, person yn gwgu, person yn gwgu: arlliw croen canolig-golau, ystum
🙍🏽	arlliw croen canolog, gwg, person yn gwgu, person yn gwgu: arlliw croen canolog, ystum
🙍🏾	arlliw croen canolig-tywyll, gwg, person yn gwgu, person yn gwgu: arlliw croen canolig-tywyll, ystum
🙍🏿	arlliw croen tywyll, gwg, person yn gwgu, person yn gwgu: arlliw croen tywyll, ystum
🙍‍♂	dyn, dyn yn gwgu, gwgu, ystum
